flight_date,month,day_of_week,dep_hour,airline,airline_name,origin,dest,origin_city,dest_city,distance,origin_weather,dest_weather,airport_congestion,aircraft_age,turnaround_time,maintenance_flag,carrier_delay_history,nas_delay,dep_delay_minutes,is_delayed
2023-02-21,2,1,16,UA,United Airlines,BOS,LGA,Boston,New York LaGuardia,368.1,Snow,Snow,64,7,38.7,0,10.1,0.0,33,1
2023-04-13,4,3,18,B6,JetBlue Airways,DEN,LAX,Denver,Los Angeles,1731.7,Rain,Fog,103,22,60.9,0,22.1,0.0,125,1
2023-11-01,11,2,16,B6,JetBlue Airways,PHX,MCO,Phoenix,Orlando,3479.4,Clear,Cloudy,72,1,56.7,0,16.0,0.0,36,1
2023-04-14,4,4,19,WN,Southwest Airlines,ATL,LAX,Atlanta,Los Angeles,3809.6,Snow,Fog,136,15,51.7,0,4.8,4.6,58,1
2023-08-10,8,3,7,AS,Alaska Airlines,SEA,LGA,Seattle,New York LaGuardia,5405.8,Clear,Thunderstorm,80,22,36.2,0,14.5,0.0,41,1
2023-01-29,1,6,11,B6,JetBlue Airways,PHX,MCO,Phoenix,Orlando,3468.3,Snow,Cloudy,61,23,55.0,0,25.9,0.0,15,1
2023-11-11,11,5,21,AA,American Airlines,LGA,CLT,New York LaGuardia,Charlotte,994.2,Wind,Wind,81,18,17.2,1,1.2,0.0,36,1
2023-02-11,2,5,6,AA,American Airlines,PHL,LGA,Philadelphia,New York LaGuardia,200.0,Wind,Snow,57,6,80.3,1,14.8,0.0,15,1
2023-03-29,3,2,9,UA,United Airlines,DEN,MIA,Denver,Miami,3088.7,Wind,Clear,75,24,42.5,0,7.5,5.3,-5,0
2023-02-27,2,0,7,NK,Spirit Airlines,LGA,LAX,New York LaGuardia,Los Angeles,4980.1,Snow,Cloudy,97,19,41.5,0,35.0,0.0,56,1
2023-04-29,4,5,19,B6,JetBlue Airways,SEA,PHL,Seattle,Philadelphia,5283.5,Thunderstorm,Cloudy,80,5,41.4,0,32.5,6.4,59,1
2023-12-11,12,0,21,AS,Alaska Airlines,LAX,PHL,Los Angeles,Philadelphia,4902.3,Rain,Clear,96,16,44.2,0,29.1,0.0,82,1
2023-01-29,1,6,20,WN,Southwest Airlines,LGA,MIA,New York LaGuardia,Miami,1843.8,Snow,Rain,74,7,43.7,0,9.7,0.0,9,0
2023-11-15,11,2,18,AA,American Airlines,DTW,JFK,Detroit,New York JFK,1133.8,Snow,Clear,86,2,48.3,0,4.6,4.0,32,1
2023-07-16,7,6,7,NK,Spirit Airlines,DEN,BOS,Denver,Boston,3730.6,Fog,Clear,87,24,38.0,0,36.2,3.1,36,1
2023-10-01,10,6,17,F9,Frontier Airlines,LGA,MCO,New York LaGuardia,Orlando,1616.0,Wind,Clear,117,22,47.3,0,10.2,0.0,32,1
2023-07-26,7,2,7,F9,Frontier Airlines,BWI,ATL,Baltimore,Atlanta,1144.7,Snow,Thunderstorm,67,5,31.9,0,19.3,0.0,17,1
2023-09-19,9,1,17,UA,United Airlines,SEA,SLC,Seattle,Salt Lake City,1371.6,Fog,Fog,93,19,41.0,0,16.7,0.0,46,1
2023-06-02,6,4,18,UA,United Airlines,LAS,PHX,Las Vegas,Phoenix,449.2,Clear,Wind,90,3,18.2,0,7.8,0.0,50,1
2023-09-23,9,5,12,AS,Alaska Airlines,SLC,CLT,Salt Lake City,Charlotte,3492.0,Cloudy,Fog,55,17,27.9,0,12.9,0.0,97,1
2023-09-08,9,4,12,AA,American Airlines,DEN,CLT,Denver,Charlotte,2681.7,Rain,Wind,83,10,61.7,0,19.7,0.0,84,1
2023-07-24,7,0,14,DL,Delta Air Lines,MSP,DTW,Minneapolis,Detroit,1225.3,Snow,Cloudy,64,8,53.1,1,29.4,5.2,63,1
2023-12-07,12,3,17,DL,Delta Air Lines,DTW,ORD,Detroit,Chicago O'Hare,477.1,Snow,Cloudy,70,14,59.2,0,2.2,0.0,104,1
2023-02-07,2,1,7,F9,Frontier Airlines,ATL,DEN,Atlanta,Denver,2391.6,Snow,Wind,118,7,39.8,0,17.8,0.0,21,1
2023-03-01,3,2,10,UA,United Airlines,BWI,PHL,Baltimore,Philadelphia,200.0,Fog,Wind,61,1,33.6,0,14.0,2.7,15,1
2023-07-23,7,6,10,F9,Frontier Airlines,CLT,DTW,Charlotte,Detroit,860.5,Clear,Snow,71,21,41.7,0,27.7,0.1,127,1
2023-08-21,8,0,14,F9,Frontier Airlines,BWI,CLT,Baltimore,Charlotte,593.4,Snow,Rain,62,19,26.3,0,26.4,0.0,52,1
2023-06-14,6,2,18,UA,United Airlines,LAS,BOS,Las Vegas,Boston,5015.2,Rain,Clear,95,12,68.1,0,7.0,0.0,3,0
2023-10-30,10,0,7,F9,Frontier Airlines,SFO,LAS,San Francisco,Las Vegas,858.2,Cloudy,Thunderstorm,101,11,25.8,0,34.1,14.8,95,1
2023-05-09,5,1,7,WN,Southwest Airlines,DTW,LGA,Detroit,New York LaGuardia,1098.3,Clear,Rain,81,1,22.1,0,37.8,0.0,70,1
2023-04-19,4,2,9,NK,Spirit Airlines,SLC,DEN,Salt Lake City,Denver,801.5,Fog,Rain,50,20,36.9,0,23.0,0.0,138,1
2023-06-23,6,4,19,AA,American Airlines,PHX,LAX,Phoenix,Los Angeles,667.5,Cloudy,Rain,83,7,42.0,0,17.5,0.0,15,1
2023-04-28,4,4,9,AS,Alaska Airlines,PHL,SEA,Philadelphia,Seattle,5228.6,Rain,Clear,62,14,36.0,0,11.6,0.7,13,0
2023-07-23,7,6,21,WN,Southwest Airlines,PHX,CLT,Phoenix,Charlotte,3405.3,Fog,Snow,77,7,54.0,0,19.2,0.0,33,1
2023-07-30,7,6,13,DL,Delta Air Lines,ATL,DTW,Atlanta,Detroit,998.3,Thunderstorm,Clear,101,1,49.2,1,18.1,0.0,15,1
2023-09-09,9,5,16,B6,JetBlue Airways,DEN,BWI,Denver,Baltimore,3110.3,Thunderstorm,Cloudy,82,7,71.0,1,16.1,0.0,46,1
2023-07-31,7,0,11,AS,Alaska Airlines,MSP,DFW,Minneapolis,Dallas/Fort Worth,1364.7,Cloudy,Thunderstorm,55,1,47.3,0,26.8,0.0,4,0
2023-01-11,1,2,7,AS,Alaska Airlines,SEA,BOS,Seattle,Boston,5715.7,Cloudy,Cloudy,84,13,63.2,0,23.1,0.0,7,0
2023-11-14,11,1,12,AA,American Airlines,MIA,PHL,Miami,Philadelphia,1664.6,Thunderstorm,Clear,63,9,51.5,0,3.5,0.0,2,0
2023-12-24,12,6,19,AS,Alaska Airlines,SLC,SEA,Salt Lake City,Seattle,1426.2,Rain,Rain,72,6,15.7,0,8.7,3.4,26,1
2023-09-24,9,6,12,AA,American Airlines,DEN,SEA,Denver,Seattle,2131.6,Snow,Fog,67,22,50.5,0,11.8,0.0,-5,0
2023-04-11,4,1,10,DL,Delta Air Lines,PHX,DTW,Phoenix,Detroit,3308.6,Cloudy,Clear,77,16,58.3,0,2.0,32.3,1,0
2023-11-22,11,2,9,DL,Delta Air Lines,DEN,MSP,Denver,Minneapolis,1372.8,Fog,Snow,67,13,42.7,0,8.1,0.0,35,1
2023-06-19,6,0,17,NK,Spirit Airlines,LGA,SFO,New York LaGuardia,San Francisco,5395.2,Clear,Snow,117,6,27.2,0,8.5,0.6,23,1
2023-06-06,6,1,13,DL,Delta Air Lines,DEN,SFO,Denver,San Francisco,1859.1,Cloudy,Thunderstorm,66,7,55.2,0,5.1,0.0,48,1
2023-03-04,3,5,11,AA,American Airlines,MCO,LGA,Orlando,New York LaGuardia,1704.6,Rain,Wind,73,3,48.7,1,0.0,0.0,1,0
2023-03-19,3,6,17,UA,United Airlines,BWI,PHL,Baltimore,Philadelphia,200.0,Fog,Wind,71,18,58.5,0,13.0,0.0,15,1
2023-08-24,8,3,17,AS,Alaska Airlines,PHL,CLT,Philadelphia,Charlotte,745.5,Clear,Snow,73,24,66.2,0,15.9,0.0,99,1
2023-03-06,3,0,12,DL,Delta Air Lines,LAS,MCO,Las Vegas,Orlando,3867.5,Rain,Wind,61,21,37.9,0,25.4,0.0,15,1
2023-05-14,5,6,20,AS,Alaska Airlines,PHL,BOS,Philadelphia,Boston,601.2,Cloudy,Wind,69,20,47.1,0,3.0,3.0,8,0
2023-04-11,4,1,14,UA,United Airlines,JFK,PHX,New York JFK,Phoenix,4372.7,Clear,Thunderstorm,72,15,22.0,0,0.0,0.0,43,1
2023-10-11,10,2,11,B6,JetBlue Airways,BWI,BOS,Baltimore,Boston,793.4,Snow,Fog,56,23,53.3,0,28.9,0.0,15,1
2023-06-01,6,3,11,B6,JetBlue Airways,SEA,ORD,Seattle,Chicago O'Hare,3802.6,Fog,Fog,57,7,57.4,0,20.7,0.0,104,1
2023-03-07,3,1,18,F9,Frontier Airlines,MSP,DTW,Minneapolis,Detroit,1149.1,Rain,Snow,85,11,67.6,0,22.0,8.6,17,1
2023-06-04,6,6,10,NK,Spirit Airlines,DFW,LAS,Dallas/Fort Worth,Las Vegas,2088.0,Thunderstorm,Cloudy,85,19,43.0,0,8.3,1.6,130,1
2023-03-13,3,0,8,B6,JetBlue Airways,LAS,LAX,Las Vegas,Los Angeles,354.3,Fog,Wind,77,4,52.7,0,15.0,0.0,1,0
2023-04-13,4,3,6,NK,Spirit Airlines,LGA,BWI,New York LaGuardia,Baltimore,363.1,Thunderstorm,Wind,60,12,36.9,0,8.4,7.9,38,1
2023-02-15,2,2,6,WN,Southwest Airlines,MSP,CLT,Minneapolis,Charlotte,1764.9,Cloudy,Clear,48,6,68.2,0,1.5,4.0,25,1
2023-02-28,2,1,17,UA,United Airlines,ORD,DFW,Chicago O'Hare,Dallas/Fort Worth,1473.7,Snow,Rain,99,3,29.0,0,20.9,0.0,43,1
2023-08-07,8,0,18,AA,American Airlines,MCO,MIA,Orlando,Miami,315.9,Clear,Thunderstorm,83,17,61.2,0,17.3,0.0,4,0
2023-02-07,2,1,11,F9,Frontier Airlines,ORD,DEN,Chicago O'Hare,Denver,1857.4,Snow,Snow,73,10,39.4,0,11.8,0.0,16,1
2023-12-17,12,6,12,AS,Alaska Airlines,LAS,PHL,Las Vegas,Philadelphia,4444.4,Rain,Fog,59,3,57.5,0,0.0,5.7,13,0
2023-06-30,6,4,18,NK,Spirit Airlines,SLC,ATL,Salt Lake City,Atlanta,3139.7,Rain,Fog,76,9,29.8,0,2.2,0.0,17,1
2023-09-23,9,5,16,AS,Alaska Airlines,PHL,ORD,Philadelphia,Chicago O'Hare,1455.2,Snow,Fog,71,16,26.7,0,17.1,0.0,15,1
2023-05-26,5,4,20,UA,United Airlines,ORD,PHL,Chicago O'Hare,Philadelphia,1392.0,Rain,Wind,72,1,37.3,0,21.9,7.5,198,1
2023-07-14,7,4,7,DL,Delta Air Lines,MCO,PHX,Orlando,Phoenix,3403.3,Clear,Snow,102,23,38.0,0,13.5,0.0,42,1
2023-03-23,3,3,20,NK,Spirit Airlines,SEA,DTW,Seattle,Detroit,4424.4,Rain,Clear,73,16,29.8,0,28.4,0.0,15,1
2023-05-08,5,0,17,NK,Spirit Airlines,MCO,ORD,Orlando,Chicago O'Hare,1664.4,Clear,Wind,105,10,57.1,0,0.0,0.0,15,1
2023-06-30,6,4,11,AS,Alaska Airlines,SLC,BOS,Salt Lake City,Boston,4524.3,Fog,Fog,53,3,61.0,0,16.7,0.0,12,0
2023-06-01,6,3,19,UA,United Airlines,CLT,DFW,Charlotte,Dallas/Fort Worth,1737.3,Clear,Clear,86,20,49.3,0,6.1,0.0,3,0
2023-03-02,3,3,17,WN,Southwest Airlines,PHX,SLC,Phoenix,Salt Lake City,838.7,Fog,Wind,83,17,59.7,0,13.1,0.0,15,1
2023-11-04,11,5,9,DL,Delta Air Lines,SEA,BOS,Seattle,Boston,5794.1,Thunderstorm,Snow,57,17,44.6,1,22.9,7.5,99,1
2023-04-04,4,1,14,UA,United Airlines,PHL,MIA,Philadelphia,Miami,1686.3,Clear,Rain,66,5,78.1,0,16.8,0.0,11,0
2023-05-22,5,0,14,WN,Southwest Airlines,MCO,LGA,Orlando,New York LaGuardia,1492.7,Snow,Snow,81,17,48.9,0,12.0,0.0,210,1
2023-02-25,2,5,16,F9,Frontier Airlines,DTW,LAX,Detroit,Los Angeles,4039.2,Fog,Cloudy,60,10,17.2,0,14.7,0.0,33,1
2023-11-24,11,4,5,UA,United Airlines,DFW,LGA,Dallas/Fort Worth,New York LaGuardia,2778.0,Fog,Wind,71,2,58.5,0,14.2,0.0,15,1
2023-05-01,5,0,17,NK,Spirit Airlines,PHX,LGA,Phoenix,New York LaGuardia,4279.8,Fog,Snow,85,10,34.3,0,3.5,0.0,71,1
2023-06-08,6,3,13,AS,Alaska Airlines,SLC,MSP,Salt Lake City,Minneapolis,2178.4,Clear,Clear,52,12,30.8,0,23.6,0.0,-4,0
2023-10-12,10,3,13,AA,American Airlines,JFK,MIA,New York JFK,Miami,1877.5,Fog,Cloudy,76,17,50.1,0,13.7,0.4,-1,0
2023-03-19,3,6,5,WN,Southwest Airlines,PHX,PHL,Phoenix,Philadelphia,4187.1,Rain,Clear,49,8,57.2,0,17.5,0.0,40,1
2023-06-06,6,1,11,B6,JetBlue Airways,LGA,BOS,New York LaGuardia,Boston,332.6,Clear,Clear,88,4,48.8,0,14.1,0.0,15,1
2023-12-01,12,4,18,AA,American Airlines,LAX,BWI,Los Angeles,Baltimore,4568.6,Fog,Snow,111,16,63.1,0,17.7,15.2,15,1
2023-02-24,2,4,7,UA,United Airlines,SEA,LGA,Seattle,New York LaGuardia,5453.1,Rain,Snow,73,19,29.1,0,16.0,0.0,15,1
2023-03-27,3,0,17,B6,JetBlue Airways,SEA,ORD,Seattle,Chicago O'Hare,3856.2,Wind,Cloudy,84,12,31.6,0,0.0,5.0,259,1
2023-09-01,9,4,17,NK,Spirit Airlines,CLT,PHX,Charlotte,Phoenix,3505.6,Fog,Rain,80,20,58.3,0,17.1,4.5,226,1
2023-05-29,5,0,12,AA,American Airlines,PHL,ATL,Philadelphia,Atlanta,1309.7,Snow,Thunderstorm,61,18,65.5,0,17.2,5.6,45,1
2023-08-04,8,4,22,AS,Alaska Airlines,DTW,LAX,Detroit,Los Angeles,4068.0,Clear,Rain,54,15,59.0,0,29.7,15.9,40,1
2023-03-12,3,6,9,F9,Frontier Airlines,LAX,DFW,Los Angeles,Dallas/Fort Worth,2401.4,Fog,Fog,84,16,32.8,0,8.1,0.0,36,1
2023-07-09,7,6,11,WN,Southwest Airlines,MSP,DFW,Minneapolis,Dallas/Fort Worth,1341.5,Fog,Fog,60,1,56.8,0,19.3,0.0,8,0
2023-06-11,6,6,20,NK,Spirit Airlines,MSP,BOS,Minneapolis,Boston,2466.6,Wind,Cloudy,52,5,67.9,1,17.5,0.0,34,1
2023-02-26,2,6,8,AA,American Airlines,LGA,CLT,New York LaGuardia,Charlotte,1004.6,Snow,Snow,119,10,57.6,0,12.8,11.4,14,0
2023-11-16,11,3,21,NK,Spirit Airlines,LAS,PHL,Las Vegas,Philadelphia,4483.8,Rain,Rain,78,15,57.8,1,1.1,0.0,2,0
2023-07-02,7,6,15,B6,JetBlue Airways,DEN,SFO,Denver,San Francisco,2041.6,Rain,Clear,83,9,50.5,0,0.0,1.0,10,0
2023-12-08,12,4,11,UA,United Airlines,LGA,DTW,New York LaGuardia,Detroit,1107.6,Cloudy,Cloudy,73,18,90.2,0,4.5,0.0,-2,0
2023-06-14,6,2,19,WN,Southwest Airlines,MSP,SEA,Minneapolis,Seattle,3328.4,Clear,Fog,81,21,42.8,0,11.5,0.0,15,1
2023-05-26,5,4,10,AA,American Airlines,JFK,DTW,New York JFK,Detroit,1061.9,Wind,Wind,69,15,32.5,0,9.9,0.0,3,0
2023-04-08,4,5,10,WN,Southwest Airlines,BWI,SFO,Baltimore,San Francisco,5153.6,Clear,Fog,57,8,46.1,0,4.6,0.0,12,0
2023-03-23,3,3,7,AS,Alaska Airlines,JFK,DTW,New York JFK,Detroit,1049.0,Snow,Clear,99,3,15.0,0,22.3,0.0,27,1
2023-10-09,10,0,8,B6,JetBlue Airways,JFK,DFW,New York JFK,Dallas/Fort Worth,2765.3,Thunderstorm,Clear,118,2,70.3,1,30.6,0.0,18,1
2023-12-15,12,4,8,B6,JetBlue Airways,MCO,SEA,Orlando,Seattle,5013.7,Snow,Thunderstorm,105,16,36.9,0,27.9,7.3,142,1
2023-05-23,5,1,18,WN,Southwest Airlines,SLC,CLT,Salt Lake City,Charlotte,3488.5,Thunderstorm,Clear,67,2,41.3,0,10.0,0.0,120,1
2023-11-24,11,4,11,NK,Spirit Airlines,LAS,JFK,Las Vegas,New York JFK,4610.0,Clear,Thunderstorm,78,6,42.8,0,15.7,0.0,15,1
2023-03-09,3,3,10,AS,Alaska Airlines,LGA,ATL,New York LaGuardia,Atlanta,1529.2,Wind,Clear,77,18,44.9,0,5.6,0.0,10,0
2023-07-17,7,0,7,DL,Delta Air Lines,PHL,ATL,Philadelphia,Atlanta,1129.4,Rain,Rain,87,10,26.7,0,6.3,8.0,176,1
2023-07-19,7,2,21,B6,JetBlue Airways,JFK,DFW,New York JFK,Dallas/Fort Worth,2726.5,Fog,Clear,71,2,32.4,0,28.8,1.0,15,1
2023-05-31,5,2,14,B6,JetBlue Airways,ORD,LAX,Chicago O'Hare,Los Angeles,3593.0,Thunderstorm,Clear,77,15,41.6,0,1.9,0.0,50,1
2023-10-04,10,2,10,WN,Southwest Airlines,DTW,MIA,Detroit,Miami,1804.2,Rain,Fog,69,18,47.8,0,14.2,0.0,31,1
2023-07-15,7,5,10,WN,Southwest Airlines,DTW,BOS,Detroit,Boston,1376.7,Thunderstorm,Thunderstorm,61,12,36.3,0,14.5,0.0,315,1
2023-03-21,3,1,19,F9,Frontier Airlines,ORD,BOS,Chicago O'Hare,Boston,1847.3,Rain,Fog,123,13,70.4,0,20.5,0.0,9,0
2023-12-22,12,4,8,UA,United Airlines,BWI,PHL,Baltimore,Philadelphia,200.0,Snow,Cloudy,69,10,67.5,0,14.7,0.0,14,0
2023-02-14,2,1,9,UA,United Airlines,MIA,SFO,Miami,San Francisco,4895.3,Rain,Rain,65,17,42.7,0,5.6,6.4,4,0
2023-06-11,6,6,19,NK,Spirit Airlines,DFW,DTW,Dallas/Fort Worth,Detroit,1850.7,Thunderstorm,Cloudy,113,23,28.2,1,24.7,0.0,37,1
2023-03-22,3,2,20,WN,Southwest Airlines,SEA,MCO,Seattle,Orlando,5084.3,Thunderstorm,Cloudy,66,20,59.6,0,9.9,0.0,8,0
2023-12-26,12,1,20,NK,Spirit Airlines,PHL,SLC,Philadelphia,Salt Lake City,4139.0,Snow,Rain,73,15,25.0,0,18.9,0.0,179,1
2023-08-14,8,0,9,NK,Spirit Airlines,LGA,DEN,New York LaGuardia,Denver,3361.4,Thunderstorm,Clear,93,12,43.0,0,24.9,0.0,-1,0
2023-01-06,1,4,9,AS,Alaska Airlines,MSP,ATL,Minneapolis,Atlanta,1561.0,Cloudy,Clear,67,15,18.0,0,6.1,0.0,14,0
2023-01-04,1,2,20,AS,Alaska Airlines,PHX,ATL,Phoenix,Atlanta,3087.3,Snow,Cloudy,76,18,26.0,0,2.1,0.0,10,0
2023-11-08,11,2,18,B6,JetBlue Airways,ORD,PHX,Chicago O'Hare,Phoenix,2796.1,Cloudy,Snow,120,19,23.0,0,14.2,0.0,118,1
2023-05-03,5,2,6,AA,American Airlines,JFK,BWI,New York JFK,Baltimore,368.5,Wind,Rain,58,7,40.4,0,15.5,0.0,14,0
2023-12-16,12,5,14,WN,Southwest Airlines,ATL,MSP,Atlanta,Minneapolis,1623.1,Rain,Cloudy,94,18,41.6,0,13.1,0.0,7,0
2023-02-02,2,3,16,DL,Delta Air Lines,JFK,DFW,New York JFK,Dallas/Fort Worth,2764.8,Wind,Clear,88,8,32.5,0,24.0,0.0,129,1
2023-10-27,10,4,21,WN,Southwest Airlines,DFW,SLC,Dallas/Fort Worth,Salt Lake City,1883.6,Snow,Thunderstorm,83,6,59.7,0,20.9,0.0,16,1
2023-07-08,7,5,19,AS,Alaska Airlines,LGA,MCO,New York LaGuardia,Orlando,1612.5,Snow,Rain,98,16,24.7,0,2.7,0.0,148,1
2023-10-14,10,5,14,NK,Spirit Airlines,DEN,ATL,Denver,Atlanta,2363.2,Rain,Fog,75,24,67.1,0,18.8,0.0,2,0
2023-08-01,8,1,21,UA,United Airlines,MSP,LAS,Minneapolis,Las Vegas,2682.8,Clear,Clear,56,4,66.0,1,20.8,25.5,1,0
2023-06-11,6,6,21,NK,Spirit Airlines,SEA,LGA,Seattle,New York LaGuardia,5378.3,Clear,Cloudy,59,14,18.3,0,19.9,12.5,-3,0
2023-10-23,10,0,20,AA,American Airlines,LGA,ORD,New York LaGuardia,Chicago O'Hare,1663.6,Rain,Rain,87,22,65.2,0,13.7,0.0,28,1
2023-12-18,12,0,10,B6,JetBlue Airways,BOS,BWI,Boston,Baltimore,662.8,Cloudy,Wind,66,12,53.4,0,0.0,0.0,12,0
2023-10-24,10,1,9,F9,Frontier Airlines,BWI,DFW,Baltimore,Dallas/Fort Worth,2377.1,Clear,Cloudy,52,4,15.0,1,1.1,0.0,15,1
2023-08-08,8,1,12,F9,Frontier Airlines,LAX,JFK,Los Angeles,New York JFK,5086.2,Fog,Fog,93,3,35.5,0,14.2,0.0,22,1
2023-10-01,10,6,20,DL,Delta Air Lines,CLT,DEN,Charlotte,Denver,2677.9,Rain,Rain,61,21,42.5,0,0.0,15.1,196,1
2023-06-02,6,4,13,WN,Southwest Airlines,PHX,SLC,Phoenix,Salt Lake City,811.4,Clear,Snow,63,6,43.7,0,13.3,0.0,61,1
2023-08-09,8,2,10,NK,Spirit Airlines,DTW,LAX,Detroit,Los Angeles,4051.4,Cloudy,Rain,53,23,15.0,0,0.0,1.4,4,0
2023-03-29,3,2,20,DL,Delta Air Lines,DFW,LAX,Dallas/Fort Worth,Los Angeles,2283.9,Fog,Rain,80,12,33.1,0,24.5,0.0,4,0
2023-10-05,10,3,21,DL,Delta Air Lines,MIA,BWI,Miami,Baltimore,1440.1,Wind,Cloudy,78,9,54.8,0,0.0,4.3,40,1
2023-06-01,6,3,14,UA,United Airlines,SEA,CLT,Seattle,Charlotte,4705.7,Rain,Snow,55,9,36.5,0,17.2,18.6,172,1
2023-11-27,11,0,12,WN,Southwest Airlines,LGA,SEA,New York LaGuardia,Seattle,5368.4,Cloudy,Thunderstorm,92,14,53.6,0,27.5,0.0,73,1
2023-06-29,6,3,9,WN,Southwest Airlines,JFK,MSP,New York JFK,Minneapolis,2215.6,Fog,Fog,80,19,53.4,0,17.3,0.2,52,1
2023-12-29,12,4,11,F9,Frontier Airlines,SEA,SLC,Seattle,Salt Lake City,1339.0,Fog,Thunderstorm,61,3,45.4,1,20.3,0.0,180,1
2023-03-15,3,2,16,UA,United Airlines,BOS,ORD,Boston,Chicago O'Hare,1807.1,Wind,Wind,73,18,52.9,0,14.4,0.0,20,1
2023-04-13,4,3,20,WN,Southwest Airlines,SFO,LAX,San Francisco,Los Angeles,615.5,Snow,Wind,67,12,53.0,0,19.6,0.0,74,1
2023-07-22,7,5,17,WN,Southwest Airlines,SLC,LAX,Salt Lake City,Los Angeles,959.8,Clear,Wind,69,17,40.9,0,22.3,0.0,39,1
2023-05-03,5,2,14,B6,JetBlue Airways,MIA,CLT,Miami,Charlotte,1037.3,Fog,Snow,79,1,20.4,0,0.0,3.1,12,0
2023-03-20,3,0,13,DL,Delta Air Lines,ORD,SFO,Chicago O'Hare,San Francisco,3843.8,Wind,Rain,81,20,52.0,0,11.0,0.0,-2,0
2023-03-12,3,6,18,DL,Delta Air Lines,PHL,JFK,Philadelphia,New York JFK,213.0,Wind,Fog,87,22,50.0,0,29.7,2.4,74,1
2023-03-30,3,3,13,UA,United Airlines,BWI,LAS,Baltimore,Las Vegas,4246.3,Cloudy,Cloudy,61,5,27.2,0,21.8,8.7,8,0
2023-02-17,2,4,11,B6,JetBlue Airways,ATL,DEN,Atlanta,Denver,2297.2,Fog,Thunderstorm,95,22,77.2,1,16.3,0.0,52,1
2023-11-30,11,3,19,WN,Southwest Airlines,LGA,JFK,New York LaGuardia,New York JFK,200.0,Wind,Clear,96,5,65.2,0,16.0,0.0,57,1
2023-11-10,11,4,17,F9,Frontier Airlines,LGA,CLT,New York LaGuardia,Charlotte,971.1,Clear,Wind,97,6,15.0,1,11.5,0.0,69,1
2023-12-09,12,5,16,AS,Alaska Airlines,BWI,PHL,Baltimore,Philadelphia,286.2,Snow,Snow,66,6,52.6,0,19.2,0.0,105,1
2023-11-30,11,3,22,WN,Southwest Airlines,ORD,JFK,Chicago O'Hare,New York JFK,1593.3,Cloudy,Snow,72,20,50.0,0,15.0,0.5,44,1
2023-09-13,9,2,9,WN,Southwest Airlines,LGA,SFO,New York LaGuardia,San Francisco,5412.0,Cloudy,Fog,88,2,86.8,0,4.2,0.0,15,1
2023-08-25,8,4,6,UA,United Airlines,DEN,SFO,Denver,San Francisco,1977.6,Cloudy,Clear,66,9,18.6,0,11.0,0.0,9,0
2023-04-06,4,3,18,B6,JetBlue Airways,DFW,MSP,Dallas/Fort Worth,Minneapolis,1375.8,Fog,Snow,97,6,48.8,0,13.4,3.1,-1,0
2023-10-25,10,2,19,B6,JetBlue Airways,CLT,BWI,Charlotte,Baltimore,604.3,Rain,Clear,89,9,44.5,0,8.2,0.0,24,1
2023-12-27,12,2,18,WN,Southwest Airlines,DFW,ORD,Dallas/Fort Worth,Chicago O'Hare,1453.5,Cloudy,Rain,118,15,53.0,0,11.3,0.0,6,0
2023-07-24,7,0,12,WN,Southwest Airlines,PHX,SFO,Phoenix,San Francisco,1248.1,Snow,Rain,66,5,58.3,0,7.9,0.0,3,0
2023-08-29,8,1,18,UA,United Airlines,DEN,LGA,Denver,New York LaGuardia,3424.3,Rain,Snow,92,1,63.2,1,14.6,0.0,42,1
2023-06-16,6,4,9,AS,Alaska Airlines,CLT,SFO,Charlotte,San Francisco,4620.6,Snow,Thunderstorm,62,23,54.0,1,21.6,0.0,15,1
2023-05-02,5,1,14,F9,Frontier Airlines,LGA,MIA,New York LaGuardia,Miami,1900.9,Clear,Clear,83,4,52.5,0,8.5,0.0,4,0
2023-10-14,10,5,7,NK,Spirit Airlines,PHL,ORD,Philadelphia,Chicago O'Hare,1410.0,Cloudy,Wind,95,13,25.2,0,26.2,0.0,59,1
2023-10-29,10,6,15,UA,United Airlines,SFO,SLC,San Francisco,Salt Lake City,1238.3,Fog,Clear,81,21,37.2,0,8.6,1.6,10,0
2023-08-14,8,0,21,B6,JetBlue Airways,LAX,LAS,Los Angeles,Las Vegas,404.3,Cloudy,Thunderstorm,89,5,34.4,0,22.7,0.0,120,1
2023-07-16,7,6,8,DL,Delta Air Lines,LGA,CLT,New York LaGuardia,Charlotte,959.4,Clear,Clear,114,16,41.4,0,15.4,0.0,6,0
2023-08-17,8,3,9,WN,Southwest Airlines,MCO,BOS,Orlando,Boston,1967.9,Rain,Clear,82,20,27.6,0,30.0,2.9,22,1
2023-05-07,5,6,12,AS,Alaska Airlines,BWI,ORD,Baltimore,Chicago O'Hare,1320.2,Wind,Thunderstorm,62,7,27.2,0,13.8,0.0,-2,0
2023-03-28,3,1,19,WN,Southwest Airlines,CLT,LAS,Charlotte,Las Vegas,3766.0,Fog,Rain,94,6,26.9,0,17.0,0.0,26,1
2023-06-09,6,4,6,NK,Spirit Airlines,DEN,SFO,Denver,San Francisco,1935.1,Clear,Fog,63,24,40.0,0,25.3,0.0,8,0
2023-05-19,5,4,18,B6,JetBlue Airways,SLC,DFW,Salt Lake City,Dallas/Fort Worth,1876.7,Rain,Clear,66,24,64.3,0,1.6,0.0,14,0
